binary-heuristic-lb-trivial-ub
Position 1:	28
Position 2:	40
Position 3:	41
Position 4:	18
Position 5:	0
Position 6:	42
Position 7:	42
Position 8:	1
Maximum profit:	8
Time:		3.3533e-05
