heuristic
Position 1:	33
Position 2:	0
Position 3:	9
Position 4:	1
Position 5:	86
Position 6:	27
Position 7:	141
Position 8:	11
Position 9:	93
Position 10:	34
Position 11:	19
Position 12:	125
Position 13:	35
Position 14:	49
Position 15:	2
Position 16:	149
Position 17:	36
Position 18:	71
Position 19:	84
Position 20:	37
Position 21:	3
Position 22:	38
Position 23:	181
Position 24:	28
Position 25:	39
Position 26:	63
Position 27:	4
Position 28:	117
Position 29:	87
Position 30:	10
Position 31:	40
Position 32:	42
Position 33:	88
Position 34:	43
Position 35:	85
Position 36:	29
Position 37:	64
Position 38:	44
Position 39:	5
Position 40:	165
Position 41:	45
Position 42:	65
Position 43:	30
Position 44:	83
Position 45:	41
Position 46:	66
Position 47:	46
Position 48:	89
Position 49:	31
Position 50:	12
Position 51:	57
Position 52:	188
Position 53:	47
Position 54:	90
Position 55:	67
Position 56:	32
Position 57:	91
Position 58:	79
Position 59:	92
Position 60:	173
Position 61:	94
Position 62:	68
Position 63:	95
Position 64:	69
Position 65:	48
Position 66:	13
Position 67:	6
Position 68:	70
Position 69:	109
Position 70:	133
Position 71:	7
Position 72:	96
Position 73:	157
Position 74:	8
Position 75:	97
Position 76:	50
Position 77:	194
Position 78:	98
Position 79:	14
Position 80:	99
Position 81:	72
Position 82:	51
Position 83:	15
Position 84:	101
Position 85:	73
Position 86:	100
Position 87:	16
Position 88:	102
Position 89:	52
Position 90:	74
Position 91:	103
Position 92:	75
Position 93:	104
Position 94:	76
Position 95:	105
Position 96:	77
Position 97:	53
Position 98:	17
Position 99:	54
Position 100:	18
Position 101:	55
Position 102:	56
Position 103:	106
Position 104:	20
Position 105:	58
Position 106:	107
Position 107:	195
Position 108:	59
Position 109:	108
Position 110:	110
Position 111:	60
Position 112:	78
Position 113:	111
Position 114:	80
Position 115:	61
Position 116:	21
Position 117:	62
Position 118:	22
Position 119:	112
Position 120:	23
Position 121:	113
Position 122:	24
Position 123:	114
Position 124:	115
Position 125:	25
Position 126:	116
Position 127:	118
Position 128:	119
Position 129:	81
Position 130:	120
Position 131:	121
Position 132:	122
Position 133:	82
Position 134:	123
Position 135:	26
Position 136:	124
Position 137:	126
Position 138:	127
Position 139:	128
Position 140:	129
Position 141:	130
Position 142:	131
Position 143:	132
Position 144:	134
Position 145:	135
Position 146:	136
Position 147:	137
Position 148:	138
Position 149:	139
Position 150:	140
Position 151:	142
Position 152:	143
Position 153:	144
Position 154:	145
Position 155:	146
Position 156:	147
Position 157:	148
Position 158:	150
Position 159:	151
Position 160:	152
Position 161:	153
Position 162:	154
Position 163:	155
Position 164:	156
Position 165:	158
Position 166:	159
Position 167:	160
Position 168:	161
Position 169:	162
Position 170:	163
Position 171:	164
Position 172:	166
Position 173:	167
Position 174:	168
Position 175:	169
Position 176:	170
Position 177:	171
Position 178:	172
Position 179:	174
Position 180:	175
Position 181:	176
Position 182:	177
Position 183:	178
Position 184:	179
Position 185:	180
Position 186:	182
Position 187:	183
Position 188:	184
Position 189:	185
Position 190:	186
Position 191:	187
Position 192:	189
Position 193:	190
Position 194:	191
Position 195:	192
Position 196:	193
Maximum profit:	196
Time:	0.000180845
